"#","Raio Vanderwaals (Pauling)"
1,120
2,122
9,135
8,140
7,154
10,160
17,181
6,185
16,185
15,190
18,191
35,195
36,198
14,200
33,200
34,200
13,205
5,208
53,215
54,216
51,220
52,220
11,231
19,231
83,240
37,244
55,262
